codigo,detail_url,page,arts_articulo,arts_articulo_emp,arts_nombre,arts_descripcion,aplicaciones_ocr,aplicaciones_ocr_count,atributos_ocr,atributos_ocr_count,referencias_ocr,referencias_ocr_count,oem_ocr,oem_ocr_count,processing_seconds;;;;
"227626,https://icepar.specparts.shop/products/detail?slug=valeo_227626-141583,802,,227626,KIT EMBRAGUE PDR FIAT PALIO/SIENA 200X20 EX 650608,EX 650608 LUK: 620302900 SACHS:3000954330 TARANTO: EK260300-2_x000D_,""[""""FIAT PALIO 16 16V TORQUE (1997 AL 2001)"""", """"FIAT PALIO 16 SPI (1997 AL 2001)"""", """"FIAT SIENA 16 SPI GNC (2000 AL 2001)"""", """"FIAT STRADA 13 8V FIRE (2004 AL 2005)"""", """"FIAT STRADA 14 8V FIRE (2009 AL 2022)"""", """"FIAT STRADA 16 16V E-TORQ (2010 AL 2022)"""", """"FIAT STRADA 17 TD (1999 AL 2010)"""", """"FIAT STRADA 18 8V (2005 AL 2011)"""", """"FIAT UNG 15 (1988 AL 1994)"""", """"FIAT UNG 16 (1992 AL 1999)""""]"",10,""[""""DIAMETRO EXTERIOR DE DISCO: 190 mm"""", """"DIAMETRO EXTERIOR DE PLACA: 200 mm"""", """"CANTIDAD DE ESTRIAS DE DISCO: 20""""]"",3,""[""""CORVEN: 7EM1007"""", """"LUK: 619 3011000"""", """"SACHS: 3000 954 330""""]"",3,,,33.0039";;;;
"228102,https://icepar.specparts.shop/products/detail?slug=valeo_228102-141585,802,,228102,KIT EMBRAGUE PDR RENAULT CLIO/LOGAN/SANDERO/KANGOO/SYMBOL 200X26,""LUK: 620304100 SACHS 3000001091(sin corredera /disco amortiguado) RENAULT: 7701477017 SACHS 3000000175 (con corredera /disco amortiguado) --- TARANTO:EK570900 PHC: NSK-244 tambien puede reemplazar al 228061 (disco fijo) """"NO A LA INVERSA"""""",""[""""RENAULT CLIO 16 16V (1999 AL 2009)"""", """"RENAULT DUSTER 16 16V (2011 AL 2017)"""", """"RENAULT FLUENCE 16 16V (2010 AL 2017)"""", """"RENAULT KANGOO 16 16¥V (2003 AL 2022)"""", """"RENAULT KANGOO 16 8¥V (1999 AL 2007)"""", """"RENAULT LOGAN 1. 16V (2007 AL 2010, 2013 AL 2021)"""", """"RENAULT LOGAN 1.6 8V (2008 AL 2022)"""", """"RENAULT MEGANE 1.6 110C¥ (2000 AL 2002)"""", """"RENAULT MEGANE 1.6 16V (1999 AL 2011)"""", """"RENAULT MEGANE 1.6 8V (1998 AL 1999)"""", """"RENAULT SANDERG 1.6 16V (2008 AL 2026)"""", """"RENAULT SANDERGO 1.6 8V (2009 AL 2020)"""", """"RENAULT SCENIC 16 16¥V (1998 AL 2011)"""", """"RENAULT SYMBOL 16 16¥V (2009 AL 2014)"""", """"RENAULT SYMBOL 16 8V (2009 AL 2012)""""]"",15,""[""""TIPO DE DISCO: PRE AMORTIGUADO"""", """"DIAMETRO EXTERIOR DE DISCO: 200 mm"""", """"CANTIDAD DE ESTRIAS DE DISCO: 26"""", """"DIAMETRO EXTERIOR DE PLACA: 200 mm""""]"",4,""[""""CORVEN: 7EM1049"""", """"LUK: 620 3041000"""", """"PHC VALEO: NSSK-244"""", """"SACHS: 3000001091""""]"",4,,,42.5834";;;;
"801977,https://icepar.specparts.shop/products/detail?slug=valeo_801977-141630,802,,801977,KIT EMBRAGUE PDR ALFA /FIAT 145/146/155/BRAVA/BRAVO/MAREA/COUPE 230X20,EQUIVALENCIA LUK: 623090300,""[""""ALFA ROMEC 145 2.0L (1996 AL 2002)"""", """"ALFA ROMEC 146 2.0TI (1996 AL 2000)"""", """"ALFA ROMEC 155 2.0 SUPER (1996 AL 1998)"""", """"FIAT MAREA 2.0 20V (1998 AL 2001)""""]"",4,""[""""DIAMETRO EXTERIOR DE DISCO: 230 mm"""", """"CANTIDAD DE ESTRIAS DE DISCO: 20"""", """"DIAMETRO EXTERIOR DE PLACA: 230 mm""""]"",3,""[""""LUK: 623 090300"""", """"RIDEX: 479C0834""""]"",2,,,23.8543";;;;
"228145,https://icepar.specparts.shop/products/detail?slug=valeo_228145-141635,802,,228145,CONJUNTO EMBRAGUE PD CHEVRO ASTRA/CORSA/MERIVA/ZAFIRA/COMBO 205X14,LUK: 621242409 = 621306609 TARANTO: EC241800 SACHS:3000001154,""[""""CHEVROLET AGILE 1.4 &V (2009 AL 2021)"""", """"CHEVROLET ASTRA 18 8V (2000 AL 2003)"""", """"CHEVROLET ASTRA 20 8V (1998 AL 2012)"""", """"CHEVROLET COBALT 18 8V (2013 AL 2017)"""", """"CHEVROLET COBALT 18 8V MT (2016 AL 2026)"""", """"CHEVROLET CORSA 17 TDI (2002 AL 2009)"""", """"CHEVROLET CORSA 18 &V (2002 AL 2012)"""", """"CHEVROLET MERIVA 17 TDI (2004 AL 2010)"""", """"CHEVROLET MERIVA 18 16¥V (2003 AL 2006)"""", """"CHEVROLET MERIVA 18 8V (2003 AL 2013)"""", """"CHEVROLET MONTANA 18 8¥ (2011 AL 2022)"""", """"CHEVROLET SPIN 18 &V MT (2012 AL 2026)"""", """"CHEVROLET VECTRA 2.0 &V (1993 AL 1999)"""", """"CHEVROLET ZAFIRA 2.0 16¥ (2001 AL 2009)"""", """"CHEVROLET ZAFIRA 2.0 8V (2001 AL 2010)""""]"",15,""[""""DIAMETRO EXTERIOR DE PLACA: 205 mm"""", """"CANTIDAD DE ESTRIAS DE DISCO: 14"""", """"DIAMETRO EXTERIOR DE DISCO: 205 mm""""]"",3,""[""""CORVEN: 7EM1040"""", """"LUK: 621 306609"""", """"LUK: 621 3066090"""", """"LUK: 621306609"""", """"LUK: 6213066090"""", """"PHC VALEO: GM64-GMC48"""", """"SACHS: 3000001 153"""", """"SACHS: 3000001 154"""", """"SACHS: 6687 c/ AH ";9587;" 3000001 154"""", """"SACHS: 6687c/AH"; 953 7;"3000001154"""", """"SKF: VKCA 5002 A""""]"",11,,,52.8722"
"232567,https://icepar.specparts.shop/products/detail?slug=valeo_232567-141636,802,,232567,KIT EMBRAGUE PDR FIAT/CITRO/PEUGEOT DUCATO/JUMPER/BOXER 2.8 JTD 242X21,LUK - 624322700_x000D_ SECO - S06924221 K00424221FTDOSO,""[""""CITROEN JUMPER 2.8 HDI (2005 AL 2010)"""", """"CITROEN JUMPER 2.8 TD 31M (2003 AL 2004)"""", """"CITROEN JUMPER 2.8D 31M (1999 AL 2002)"""", """"FIAT DUCATO 2.8 JTD (2006 AL 2010)"""", """"PEUGEOT BOXER 2.8 HDI (2006 AL 2010)""""]"",5,""[""""DIAMETRO EXTERIOR DE DISCO: 242 mm"""", """"TIPO DE DISCO: PRE AMORTIGUADO"""", """"CANTIDAD DE ESTRIAS DE DISCO: 21"""", """"DIAMETRO EXTERIOR DE PLACA: 242 mm""""]"",4,""[""""LUK: 624 3227000""""]"",1,,,26.9390";;;;
"228225,https://icepar.specparts.shop/products/detail?slug=valeo_228225-141639,802,,228225,KIT EMBRAGUE PD FIAT PALIO/PUNTO/SIENA/STRADA 205X20,IDEM 228216 LUK: 621304433 TARANTO: EC242200 PHC: FA15/FAC15,""[""""FIAT IDEA 1.8 &V (2005 AL 2011)"""", """"FIAT PALIO 18 8V (2004 AL 2010)"""", """"FIAT PALIO 18 R (2006 AL 2007}"""", """"FIAT PUNTO 1.8 &¥V (2007 AL 2011)"""", """"FIAT SIENA 18 &V (2004 AL 2011)"""", """"FIAT STILO 1.8 16V (2003 AL 2007)"""", """"FIAT STILO 1.8 8V (2004 AL 2010)"""", """"FIAT STRADA 18 8V (2005 AL 2011)""""]"",8,""[""""DIAMETRO EXTERIOR DE PLACA: 205 mm"""", """"CANTIDAD DE ESTRIAS DE DISCO: 20"""", """"TIPO DE DISCO: PRE AMORTIGUADO"""", """"DIAMETRO EXTERIOR DE DISCO: 205 mm""""]"",4,""[""""LUK: 621 3044330 Al"""", """"SACHS: 3000 000 353""""]"",2,,,30.8377";;;;
"228072,https://icepar.specparts.shop/products/detail?slug=valeo_228072-141648,803,,228072,KIT EMBRAGUE PD FIAT E-TORQ 2010+ 215X20,EQUIVALENCIA LUK (CON ACTUADOR ) 622325233 -sachs-3000920004 /PHC:FA12/FAC14  SECO: S06921520 C00421520FTEESO,""[""""FIAT ARGO 18 16V AT (2017 AL 2026)"""", """"FIAT ARGO 18 16V MT (2017 AL 2026)"""", """"FIAT CRONOS 18 16V MT (2018 AL 2026)"""", """"FIAT GRAND SIENA 1.6 16V ETORQUE (2012 AL 2020)"""", """"FIAT IDEA 1.6 16V E-TORQ (2010 AL 2020)"""", """"FIAT LINEA 18 16V E-TORQ (2011 AL 2018)"""", """"FIAT PALIO 16 16V E-TORQ (2010 AL 2022)"""", """"FIAT PUNTO 1.6 16V E-TORQ (2011 AL 2022)"""", """"FIAT SIENA 16 16V E-TORQ (2010 AL 2021)"""", """"FIAT STRADA 16 16V E-TORQ (2010 AL 2022)"""", """"JEEP RENEGADE 18 16V E-TORQ EVO MT 4X2 (2016 AL 2026)""""]"",11,""[""""DIAMETRO EXTERIOR DE PLACA: 215 mm"""", """"CANTIDAD DE ESTRIAS DE DISCO: 20"""", """"DIAMETRO EXTERIOR DE DISCO: 215 mm""""]"",3,""[""""CORVEN: 7EM1178"""", """"LUK: 622 325233"""", """"LUK: 622 3252330"""", """"LUK: 622 3252330 Al"""", """"LUK: 622325233"""", """"SACHS: 3000 001 238"""", """"SACHS: 3000001238"""", """"SKF: VKCA 2010 A""""]"",8,,,40.5200";;;;
"650796,https://icepar.specparts.shop/products/detail?slug=valeo_650796-141655,803,,650796,KIT EMBRAGUE PDR FORD ESCORT 200X17,LUK: 620023500 EX 801023 VALEO TARANTO: EK300700,""[""""FORD ESCORT 16 (1988 AL 1996)""""]"",1,""[""""CANTIDAD DE ESTRIAS DE DISCO: 17"""", """"DIAMETRO EXTERIOR DE PLACA: 200 mm"""", """"DIAMETRO EXTERIOR DE DISCO: 200 mm""""]"",3,""[""""CORVEN: 7EM1120"""", """"LUK: 620 023500"""", """"LUK: 620 0235000"""", """"LUK: 620023500"""", """"SACHS: 3000 954 278"""", """"SACHS: 3000954278"""", """"SKF: VKCA 4002 A""""]"",7,,,26.2963";;;;
"835000,https://icepar.specparts.shop/products/detail?slug=valeo_835000-141659,803,,835000,KIT EMBRAGUE PDRV FORD TRANSIT 254X23,,""[""""FORD TRANSIT 2.4 TDI (2000 AL 2002)"""", """"FORD TRANSIT 2.4 TDI 16¥V (2000 AL 2005)""""]"",2,""[""""CANTIDAD DE ESTRIAS DE DISCO: 23"""", """"DIAMETRO EXTERIOR DE DISCO: 254 mm""""]"",2,[],0,,,14.0074";;;;
"233005,https://icepar.specparts.shop/products/detail?slug=valeo_233005-141662,803,,233005,KIT EMBRAGUE PDR IVECO DAILY 3.0D 280X10 ESTRIA CHICA,SACHS 3400700646 SECO: S92228010 K00428010IODYSO OEM 500056636,""[""""MECC DAILY 28 TD (1995 AL 1996, 1998 AL 20059)"""", """"MECC DAILY 3.0 CRDI (2008 AL 2017)""""]"",2,""[""""DIAMETRO EXTERIOR DE PLACA: 280 mm"""", """"CANTIDAD DE ESTRIAS DE DISCO: 10"""", """"DIAMETRO EXTERIOR DE DISCO: 280 mm""""]"",3,[],0,,,15.0161";;;;
"228065,https://icepar.specparts.shop/products/detail?slug=valeo_228065-141666,803,,228065,CONJUNTO EMBRAGUE PD RENAULT MEGANE/DUSTER K4M 200X26 ver 832237,LUK_: 620311909 O 620311934 KIT 2P 1.6I 16V MOT K4M1598 DUSTER- FLUENCE TARANTO: EC570900-2_x000D_ OFRECER 832237 RENAULT:302050901R,""[""""RENAULT DUSTER 16 16V (2011 AL 2017)"""", """"RENAULT DUSTER OROCH 16 16V (2016 AL 2026)"""", """"RENAULT DUSTER PH2 16 16¥ (2017 AL 2022)"""", """"RENAULT FLUENCE 16 16V (2010 AL 2017)"""", """"RENAULT MEGANE 1.6 110C¥ (2000 AL 2002)"""", """"RENAULT MEGANE 1.6 16V (1999 AL 2011, 2015 AL 2017)"""", """"RENAULT MEGANE 1.6 8V (1998 AL 1999)""""]"",7,""[""""CANTIDAD DE ESTRIAS DE DISCO: 26"""", """"DIAMETRO EXTERIOR DE DISCO: 200 mm"""", """"DIAMETRO EXTERIOR DE PLACA: 200 mm""""]"",3,""[""""CORVEN: 7EM1050"""", """"LUK: 620 3119 34"""", """"LUK: 6203119090"""", """"LUK: 620311934"""", """"SKF: VKCA 6006 A""""]"",5,,,30.9146";;;;
"228100,https://icepar.specparts.shop/products/detail?slug=valeo_228100-141671,804,,228100,KIT EMBRAGUE PDR RENAULT MEGANE/SCENIC 215X26,PHC NS118/NSC104 LUK: 622307400  TARANTO:EK570900-1 SACHS3000954366,""[""""RENAULT LOGAN 1.6 8V (2008 AL 2014)"""", """"RENAULT MEGANE 1.6 110C¥ (2000 AL 2002)"""", """"RENAULT MEGANE 1.6 16V (1999 AL 2011, 2015 AL 2017)"""", """"RENAULT SANDERGO 1.6 8V (2009 AL 2015)"""", """"RENAULT SCENIC 16 16¥V (1998 AL 2011)"""", """"RENAULT SYMBOL 16 8V (2009 AL 2012)"""", """"SUZUKI FUN LOBV (2003 AL 2007)""""]"",7,""[""""CANTIDAD DE ESTRIAS DE DISCO: 26"""", """"DIAMETRO EXTERIOR DE DISCO: 200 mm"""", """"TIPO DE DISCO: PRE AMORTIGUADO"""", """"DIAMETRO EXTERIOR DE PLACA: 215 mm""""]"",4,""[""""CORVEN: 7EM1044"""", """"LUK: 622 307400"""", """"LUK: 622 3074000"""", """"LUK: 622307400"""", """"PHC VALEO: N5118-NSC104"""", """"SACHS: 3000 951311"""", """"SKF: VKCA 6007 A""""]"",7,,,34.8015";;;;
"228224,https://icepar.specparts.shop/products/detail?slug=valeo_228224-141681,804,,228224,KIT EMBRAGUE PDR VOLKSWAGEN GOLF IV/SURAN/FOX/GOLF 190X28,LUK.620312700 EX 620303400 TARANTO: EK224000-2_x000D_ SACHS: 3000000782 phc: VWK-113,""[""""AUDI A3 16 (2005 AL 2015)"""", """"VOLKSWAGEN CROSSFOX 16 &V (2005 AL 2016)"""", """"VOLKSWAGEN FOX 16 16V MSI (2015 AL 2021)"""", """"VOLKSWAGEN FOX 16 8V (2003 AL 2015)"""", """"VOLKSWAGEN FOX 16 &V MSI (2015 AL 2022)"""", """"VOLKSWAGEN GOL TREND 16 8V (2008 AL 2020)"""", """"VOLKSWAGEN GOL TREND 16 8V IMCTION (2008 AL 2017)"""", """"VOLKSWAGEN GOL TREND 16 8&V MSI MT (2016 AL 2026)"""", """"VOLKSWAGEN GOLF 16 8V (2001 AL 2012)"""", """"VOLKSWAGEN POLO CLASSIC 16 8V (2001 AL 2009)"""", """"VOLKSWAGEN POLO CLASSIC 16 MI (1996 AL 2001)"""", """"VOLKSWAGEN SAVEIRO 1.6 8V (2010 AL 2026)"""", """"VOLKSWAGEN SURAN 16 16V MSI (2015 AL 2022)"""", """"VOLKSWAGEN SURAN 16 &V (2006 AL 2015)"""", """"VOLKSWAGEN SURANCROSS 16 8V (2011 AL 2015)"""", """"VOLKSWAGEN VOYAGE 16 8V (2008 AL 2015)"""", """"VOLKSWAGEN VOYAGE 16 8V MSSI (2016 AL 2026)""""]"",17,""[""""DIAMETRO EXTERIOR DE PLACA: 200 mm"""", """"DIAMETRO EXTERIOR DE DISCO: 200 mm"""", """"TIPO DE DISCO: PRE AMORTIGUADO"""", """"CANTIDAD DE ESTRIAS DE DISCO: 28""""]"",4,""[""""CORVEN: 7EM1039"""", """"LUK: 620 3127 00"""", """"LUK: 620 3127 000"""", """"LUK: 620312700"""", """"LUK: 6203127000"""", """"LUK: 622 3346000"""", """"PHC VALEO: VWK-113"""", """"SACHS: 3000 000 782"""", """"SACHS: 3000000782"""", """"SKF: VKCA 1001A""""]"",10,,,49.5568";;;;
"232535,https://icepar.specparts.shop/products/detail?slug=valeo_232535-141693,804,,232535,CONJUNTO EMB PD M BENZ 2423/Atego1624/L1622/OF1722 395X18 EX555964 S/R,LUK 640305800 (con ruleman ) el ruleman para este kit es el 500080620 ina f-559606 LUK 640305809 (SIN RULEMAN) 640309309 (PD preamortiguado) SACHS: 3400 000 251 (con disco hd) ( 6546) o 3400000493 ( con disco preamortigu,""[""""MERCEDES BENZ 1718 1718M (2001 AL 2007)"""", """"MERCEDES BENZ 2423 B (2005 AL 2011)"""", """"MERCEDES BENZ 2423 K (2005 AL 2013)"""", """"MERCEDES BENZ 2428 (2001 AL 2007)"""", """"MERCEDES BENZ ATEGO 1315 (2009 AL 2010)"""", """"MERCEDES BENZ ATEGO 1718 (2005 AL 2016)"""", """"MERCEDES BENZ ATEGO 1725 (2007 AL 2017)"""", """"MERCEDES BENZ ATEGO 1725 A/S (2007 AL 2019)"""", """"MERCEDES BENZ ATEGO 1726 (2016 AL 2026)"""", """"MERCEDES BENZ ATEGO 1726 42 (2020 AL 2026)"""", """"MERCEDES BENZ ATEGO 1726 5 (2016 AL 2026)"""", """"MERCEDES BENZ ATEGO 1726/36 (2016 AL 2022)"""", """"MERCEDES BENZ ATEGO 1726/42 (2016 AL 2020)"""", """"MERCEDES BENZ L 1622 (1995 AL 2001)"""", """"MERCEDES BENZ L 1624 (2007 AL 2014)"""", """"MERCEDES BENZ L 1633 (1999 AL 2001)"""", """"MERCEDES BENZ LS 1622 (1995 AL 2001)"""", """"MERCEDES BENZ OF 1722 (2003 AL 2016)""""]"",18,""[""""DIAMETRO EXTERIOR DE DISCO: 395 mm"""", """"DIAMETRO EXTERIOR DE PLACA: 395 mm"""", """"CANTIDAD DE ESTRIAS DE DISCO: 18""""]"",3,""[""""LUK: 6403058000"""", """"SACHS: 3400000 251""""]"",2,,,40.3846";;;;
