ARTS_ARTICULO,ARTS_NOMBRE,ARTS_ARTICULO_EMP,PONDERADO,ARTS_ARTICULO_IMP,ARTS_TIPO_ART,ARTS_DESCRIPCION,ARTS_CLASIF_1,ARTS_CLASIF_2,ARTS_CLASIF_3,ARTS_CLASIF_4,ARTS_CLASIF_5,ARTS_CLASIF_6,ARTS_CLASIF_7,ARTS_CLASIF_8,ARTS_CLASIF_9,ARTS_CLASIF_10,ARTS_CLASIF_11,ARTS_CLASIF_12,ARTS_CLASIF_13,ARTS_CLASIF_14,ARTS_CLASIF_15,ARTS_CLASIF_16,ARTS_UNIMED_STOCK,ARTS_CODBAR_STOCK,ARTS_CONTROL_STOCK,ARTS_AJUS_CANT_UMS,ARTS_PORCMAX_AJUMS,ARTS_CON_PARTIDAS,ARTS_NROS_SERIE,ARTS_CON_TALLES,ARTS_TALLE,ARTS_COLOR,ARTS_SE_VENDE,ARTS_SE_COMPRA,ARTS_FECHA_ALTA,ARTS_FECHA_BAJA,ARTS_BLOQUEO_MOST,ARTS_VOLUMEN_EMB_UMS,ARTS_PESO_EMB_UMS,ARTS_CANT_BULT_UMS,ARTS_UNIMED_HOMSTO,ARTS_FACTOR_HOMSTO,ARTS_CUENTA,ARTS_SE_PRODUCE,ARTS_CONSUMO_COM,ARTS_MODO_STOC_MIN,ARTS_STOCK_MINIMO,ARTS_GENERA_MOVSTK,ARTS_CLASIF_UM_ART,ARTS_PORC_DMAXCAOF,ARTS_HABIL_PPP,ARTS_COSTEO_CIEMES,ARTS_DIVI_ASI_CM,ARTS_ESPECIE_GRANO,ARTS_TIPO_GRANO,ARTS_VARIEDAD_GRANO,ARTS_CUENTA_ANTICIPO_LIQ,ARTS_CODIGO_PROD_COT,ARTS_CODIGO_UM_COT,ARTS_FACTOR_UM_COT,ARTS_UNIMED_DIM,ARTS_LARGO_DIM,ARTS_ANCHO_DIM,ARTS_ALTO_DIM,ARTS_DIAS_EXIS_ANTES_USO,ARTS_UMS_ES_UCMI,ARTS_UM_UCMI,ARTS_FACTOR_UM_UCMI,ARTS_CODBAR_UCMI,ARTS_DESCRIPCION_WS_AFIP,ARTS_DPOS_CONSUMO_COMP,ARTS_CLASIF_1_CAD1,ARTS_CLASIF_2_CAD2,ARTS_CLASIF_3_CAD3,ARTS_CLASIF_4_CAD4,ARTS_OPERA_CODBAR_PARTIDAS,ARTS_ASIGNA_AUTO_CODBAR_PARTIDAS,ARTS_APLICA_CTRL_CODBAR_PARTIDAS,ARTS_HABIL_MULTINODO,ARTS_NUEVAS_PART_BLOQUAR_AUT,ARTS_UTILIZA_CODIGO_BARRA,ARTS_CAUSA_BLOQ_PART_AUT,ARTS_REQ_ANAL_LAB_PARA_INGRESO,ARTS_REQ_IDENT_DEPOSITO_INGR_OTL,ARTS_STOCK_MAXIMO,ARTS_EXIGE_VENCIM_PARTIDAS,ARTS_EXIGE_NUMERO_SERIE_PART
20844,KIT EMBRAGUE PD CHEVROLET CAPTIVA 2.4N 235X23 ,DW54/DWC47,0.006171127508065396,DW54/DWC47,COM,KIT EMBRAGUE PD CHEVROLET CAPTIVA 2.4N 235X23 SACHS 3000951383,38,1,198,3,0,1,0,,,,,,,,,,UN,DW54/DWC47,1,0,0,0,0,0,,,1,1,2020-01-06 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
3223,KIT POLY-V Mercedes Benz Sprinter 2.2 CDI (Año 2002-....),K6PK2270-4-A,0.006166522841603935,K6PK2270-4-A,COM,KIT POLY-V 6PK2270-4+T38415+T38099+T38099 ,2,16,149,3,0,2,0,,,,,,,,,,UN,K6PK2270-4-A,1,0,0,0,0,0,,,1,1,2022-10-06 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,848280,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
6861,Juego comp motor c/retenes PEUGEOT 206/Partner 1.9D Dw8,JS80419,0.006163749224887353,JS80419,COM,,6,5,50,3,0,1,0,,,,,,,,,,UN,80419,1,0,0,0,0,0,,,1,1,2018-11-30 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,848410,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
22239,AMORT T FORD TRANSIT II 15->,316-961,0.006162982867723737,316-961,COM,FRM - Corven - Monroe - Cofap - Nakata - Sadar -,41,3,10,3,0,3,0,,,,,,,,,,UN,316-961,1,0,0,0,0,0,,,1,1,2021-01-15 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870880,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
26457,KIT EMBRAGUE PDR HONDA Fit/City 1.4/1.5 (L15A/L13Z),620331400,0.006155546935189626,620331400,COM,22200-5S1-015/22200-PWA-005/22200-PWC-005/22200-RB0-005/22300-P2Y-005/22300-RB0-005/22810-P20-003/22810-P20-005/22810-PLW-003/22810-PLW-005/22810-RPF-003,3,1,1,3,0,1,0,,,,,,,,,,UN,620331400,1,0,0,0,0,0,,,1,1,2025-06-17 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,0,0,0
781,9502 / 6481,13X1275-9,0.0061547999209020585,13X1275-9,COM,GATES,2,2,238,2,0,4,0,,,,,,,,,,UN,27904,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,401039,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
2126,K060945 / 6PK2403,6PK2400-4,0.006147593220412731,6PK2400-4,COM,GATES,2,2,4,2,0,4,0,,,,,,,,,,UN,76739,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,401039,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
11013,CIL MAESTRO EMB VW BORA/GOL/GOLF/A3,AP2534,0.006138538630498199,AP2534,COM,i-kg15032.0.1,14,1,12,2,0,1,0,,,,,,,,,,UN,AP2534,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
21990,AMORT T FORD KA LINEA NUEVA 08->,316-079,0.0061370750195438315,316-079,COM,FRM 83826MX Corven 44657G Monroe - Cofap GB29949M Nakata HG31126 Sadar 20051GOP,41,3,10,2,0,1,0,,,,,,,,,,UN,316-079,1,0,0,0,0,0,,,1,1,2021-01-15 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870880,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
22222,AMORT T VW CAMIÓN WORKER / CONSTELLATION CABINA 97->,316-891,0.006127342746277844,316-891,COM,FRM 38058 Corven 42543 Monroe - Cofap - Nakata - Sadar - 5012HOP,41,3,10,3,0,2,0,,,,,,,,,,UN,316-891,1,0,0,0,0,0,,,1,1,2021-01-15 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870880,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
2007,K060682 / 6PK1730,6PK1730-4,0.006122639620784572,6PK1730-4,COM,GATES,2,2,4,3,0,4,0,,,,,,,,,,UN,166759,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,401039,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
3946,CILINDRO MAESTRO CHEV. MERIVA,511029410,0.006113054125813309,511029410,COM,APLICACIONES : CHEVROLET MERIVA  FTE KG15039.0.2/PHC:PMC10077,3,1,12,2,0,1,0,,,,,,,,,,UN,511029410,1,0,0,0,0,0,,,1,1,2020-09-04 00:00:00,,0,0,0,0,UN,1,110600001,1,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
7414,Eje trasero - Piñón diferencial Gm/Ford (39.4x80.25x6.4\16.2),RS01898,0.006107132019856876,RS01898,COM,MATERIAL : ACM - LABIO : BRGEP,6,6,188,1,0,1,0,,,,,,,,,,UN,202819,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,848410,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
26119,CILINDRO MAESTRO FORD FIESTA/ECOSP 1.6 8V ZETEC ROCAM 03+ (EX 40130),PMC2018,0.006106419367619702,PMC2018,COM,LUK: 511035310 SKF: VKCH4729  CIL MAESTRO EMB FORD FIESTA/ECOSP 1.6 8V ZETEC ROCAM 03+,38,1,12,2,0,1,0,,,,,,,,,,UN,PMC2018,1,0,0,0,0,0,,,1,1,2025-03-10 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,0,0,0
15604,DIS FRE DEL CITROEN JUMPER/ FIAT DUCATO/ PEUGEOT BOXER (HF40/BD4682),RCDI01880,0.006103801555873334,RCDI01880,COM,DISCO DE FRENO CITROËN Jumper 35 (1.8T) 94/-FIAT Ducato 94/-PEUGEOT Boxer 94/- (HF40/BD4682) CODIGO ANTERIOR RCDI04490,22,7,24,3,0,3,0,,,,,,,,,,UN,RCDI01880,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,871494,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
20835,ACTUADOR HIDRAULICO NISSAN Sentra/Tiida RENAULT Duster/Fluence/Megane,CSC-43,0.006098221022351601,CSC-43,COM,OE:306201473R-306206299R-306206627R/SACHS:3182600138-3182654169/LUK:510016410 made in corea,38,1,29,3,0,1,0,,,,,,,,,,UN,CSC-43,1,0,0,0,0,0,,,1,1,2021-11-16 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
1902,K060450 / K060451 / 6PK1148,6PK1145-9,0.006094915438616466,6PK1145-9,COM,GATES,2,2,4,1,0,4,0,,,,,,,,,,UN,25472,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,401039,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
5854,BBA DE AGUA CHEVROLET CORSA DIESEL // VEC,BA327,0.006091331317466228,BA327,COM,BA327 Chevrolet Corsa Diesel // Vectra D motor 1.7 Diesel - motor Isuzu,5,4,5,2,0,1,0,,,,,,,,,,UN,BA327,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,841330,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
3345,TENSOR T36176 REN. CLIO/KANGOO 1.6 8V/16V,T36176,0.0060903260947470115,T36176,COM,TENSOR T36176 REN. CLIO/KANGOO 1.6 8V/16V 7700102931 VKM 36031 USA	 532 0243 10 F-124059_x000D_,2,16,14,2,0,3,0,,,,,,,,,,UN,T36176,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,848280,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
24664,DIS FRE DEL RENAULT Master 2.3 2013 /... (HF843C/BD8766),DF962,0.006088289479535102,DF962,COM,HIPPER : HF843C / FREMAX : BD8766,22,7,24,3,0,3,0,,,,,,,,,,UN,DF962,1,0,0,0,0,0,,,1,1,2024-09-20 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,871494,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,0,0,0
2931,CO DIST 92220x28XS/5586XS/T336,92220X28XS,0.006069156720218178,92220X28XS,COM,CO DIST 92220x28XS/5586XS/T336_x000D_,2,2,2,3,0,1,0,,,,,,,,,,UN,94124,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,401039,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
4107,ROVER 200/400 1.8L/2.0L,622164300,0.006068353270245197,622164300,COM,LUK,3,1,1,4,0,0,0,,,,,,,,,,UN,622164300,1,0,0,0,0,0,,,0,1,2017-06-22 00:00:00,,1,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
616,7374 / 6218 / 7375,10X950-4,0.0060607131376235425,10X950-4,COM,GATES,2,2,8,1,0,4,0,,,,,,,,,,UN,17170,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,401039,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
22619,AXIAL/PRECAP VW FOX 06/CROSSFOX 06/SURAN0614/VOYAGE 08/ SAVEIRO G5 10,AX3307,0.006017623202285433,AX3307,COM,"LADO CREMALLERA MACHO M16x1,5 LADO EXTREMO MACHO M14x1,5 LARGO 304 MM EQUIVALENCIAS: OEM 6Q0 423 810 C APEX 2224 TIPER xx THOMPSON 41073 TRW JARB0006  AP-PLUS: AP13024
",45,3,216,1,0,1,0,,,,,,,,,,UN,AX3307,1,0,0,0,0,0,,,1,1,2022-12-26 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870894,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
17691,CILINDRO MAESTRO VW GOLF/AUDI A3,KG15032.0.1,0.0060108239917182026,KG15032.0.1,COM,"CILINDRO MAESTRO VW GOLF/AUDI A3 1.6 ,1.8,1.8T 09/96+ (EUROPA) LPR 2111 -1J0.721261.J- /PHC:40117 ",29,1,12,3,0,1,0,,,,,,,,,,UN,KG15032.0.1,1,0,0,0,0,0,,,1,1,2017-08-15 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
22056,AMORT D RENAULT KANGOO EXPRESS/ KOMBI 98->,316-155,0.006007817501944875,316-155,COM,FRM 94143MX Corven 34701G Monroe 94143MI Cofap MP30214 Nakata HG31162 Sadar60029GOP (PLATO ONDO) TRW JGM4804S ,41,3,6,2,0,1,0,,,,,,,,,,UN,316-155,1,0,0,0,0,0,,,1,1,2021-01-15 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870880,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
20285,"CILINDRO MAESTRO FORD RANGER,EXPLORER",I-D101128,0.006005814793656862,I-D101128,COM,"CILINDRO MAESTRO FORD RANGER,EXPLORER 2.3,4.0 1995+ (MEJICO) PHC: 40196 / LUK 511028910 -1L547A543AC- SM579",85,1,12,1,0,1,0,,,,,,,,,,UN,I-D101128,1,0,0,0,0,0,,,1,1,2019-02-26 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
24802,AMORT D RENAULT LOGAN II / SANDERO II 11/13->,JGM4800S,0.006004821707644187,JGM4800S,COM,FRM 94223MX Corven 34642G Monroe 94223MI Cofap - Nakata HG41232 Sadar - 60301GOP SACHS 316-926 ,22,3,6,2,0,1,0,,,,,,,,,,UN,JGM4800S,1,0,0,0,0,0,,,1,1,2025-01-02 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870880,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,0,0,0
1419,K040551,4PK1400-4,0.005998298455441921,4PK1400-4,COM,,2,2,4,1,0,4,0,,,,,,,,,,UN,101400,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,401039,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
6860,Juego comp motor c/retenes GM Onix/Prisma 1.4 8v,JS80418,0.005995756725674679,JS80418,COM,,6,5,50,3,0,2,0,,,,,,,,,,UN,JS80418,1,0,0,0,0,0,,,1,1,2019-09-09 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,848410,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
5923,BBA DE AGUA RENAULT 11 CON CONTRACUERPO,BA431,0.005989845694462965,BA431,COM,BA431 Renault 11 con contracuerpo,5,4,5,3,0,2,0,,,,,,,,,,UN,BA431,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,841330,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
5660,BBA DE AGUA RENAULT 12,BA050,0.005986087866700365,BA050,COM,BA050 Renault 12,55,4,5,2,0,2,0,,,,,,,,,,UN,BA050,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,841330,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
4199,KIT EMBRAGUE PD TOYOTA HILUX / SW4 2.8/3.0 8v (77/90cv) (- 06/01),623306309,0.005984194843897712,623306309,COM,VALEO: 228035=801391 (CON RULEMAN)  APLICACIONES : TOYOTA HILUX / SW4 2.8/3.0 8v (77/90cv) (- 06/01) MOTOR: 2.8 8v Diesel aspirado (77cv) 3.0 8v Diesel aspirado (90cv) 4x2 / 4x4 -1KZ-FTV Y 2KD FTV Caja G52-  crapodina correspondiente a este kit 50012311,3,1,198,2,0,3,0,,,,,,,,,,UN,623306309,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
7027,Junta tapa de cilindros VW Fox / Suran 1.6 / Gol Power 1.4,JS82333,0.005982635125398428,JS82333,COM,Motor VW AT / POWER 1.4L 8v (BTJ) Álcool / Gasolina / Flex - VW AT / POWER 1.6L 8v (BAH / BPA) Álcool / Gasolina / Flex_x000D_ (( metalica )),6,5,52,2,0,1,0,,,,,,,,,,UN,82333,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,848410,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
5791,BBA DE AGUA FIAT PALIO // SIENA 1.7 TD (SIN TAPA TRASERA),BA214,0.005982333148968817,BA214,COM,BA214 Fiat Palio // Siena 1.7 TD (sin tapa trasera),5,4,5,3,0,1,0,,,,,,,,,,UN,BA214,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,841330,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
6798,Juego comp motor c/retenes MWM X10 Turbo - 4 Cilindros,JS80277,0.005982162855805171,JS80277,COM,,6,5,50,4,0,1,0,,,,,,,,,,UN,260,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,848410,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
1015,2/9650,2X13X1650-4,0.005972302085158686,2X13X1650-4,COM,GATES,2,2,238,3,0,4,0,,,,,,,,,,UN,27928,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,401039,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
11054,CILNDRO MAESTRO EMBRAGUE FORD FIESTA/KA KINETIC 2013+,AP9115,0.005962234459520101,AP9115,COM,OEM : E3B-17A543-AA,14,1,12,1,0,1,0,,,,,,,,,,UN,AP9115,1,0,0,0,0,0,,,1,1,2018-01-08 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
15966,P FRE DEL PEUGEOT 206 1.6-306 1.4-XSARA 1.4 2000/,RCPT04780,0.0059563276761556766,RCPT04780,COM,P FRE DEL PEUGEOT 206 1.6-306 1.4-XSARA 1.4 2000/_x000D_ PASTILLA DE FRENO DELANTERA (PAF0692/PD435/05P903/83466/3115/064320/38442/N1162/800692/690692/190439),22,7,18,1,0,1,0,,,,,,,,,,UN,RCPT04780,1,0,0,0,0,0,,,1,1,2019-08-29 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,871494,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
26336,CILINDRO MAESTRO TOYOTA Hilux 2.5/3.0,KG150074.7.1,0.005953712215896201,KG150074.7.1,COM,Código Original: 31420-0K012/31420-0K013/31420-12030 FTE: KG150074.7.1,29,1,12,3,0,3,0,,,,,,,,,,UN,KG150074.7.1,1,0,0,0,0,0,,,1,1,2025-05-30 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,0,0,0
24385,KIT DISTRIB A CADENA MERCEDES BENZ OM611 (con poleas),PKC-023,0.0059502050869780785,PKC-023,COM,TCK-BZ009 INA: 559003910,70,2,165,2,0,2,0,,,,,,,,,,UN,TCK-BZ009,1,0,0,0,0,0,,,1,1,2023-12-18 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,848280,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,0,0,0
11524,Cable embrague BERLINGO - PARTNER DIESEL,FR929,0.00594674149849467,FR929,COM,Codigo Original: 2150R2 - 2150V9 - 96275138 Largo: 700 ,15,1,38,2,0,3,0,,,,,,,,,,UN,FR929,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
2044,K060760 / 6PK1930XS,6PK1930-4,0.005941348704652235,6PK1930-4,COM,GATES,2,2,4,2,0,4,0,,,,,,,,,,UN,16849,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,401039,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
13207,POLEA POLY V MB OM651,532060810,0.005932812352106982,532060810,COM,POLEA POLY V MB OM651 GATES T36494,17,16,14,1,0,2,0,,,,,,,,,,UN,532060810,1,0,0,0,0,0,,,1,1,2020-01-25 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,848280,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
17775,KIT DISTRI + BBA AGUA CITROEN-PEUGEOT >2007 1.6 16V TU5JP4,GV446A,0.005930107231927937,GV446A,COM,BA446 + K99134X25.4XS-A KP99134X25.4XSA KIT DISTRI + BBA AGUA CITROEN-PEUGEOT >2007 1.6 16V TU5JP4,30,2,166,3,0,2,0,,,,,,,,,,UN,GV446A,1,0,0,0,0,0,,,1,1,2018-01-17 00:00:00,,0,0,0,0,UN,1,110600001,1,1,1,0,1,,0,0,0,,,,,,841330,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
5784,BBA DE AGUA AUDI A6 2.0I 16V 1.9 TD // CO,BA207,0.005927189340112356,BA207,COM,BA207 Audi A6 2.0i 16v 1.9 TD // Coupe Quattro 1.6 - 1.8 - 2.0i 16v REFORZADA CON CONTRATAPA -Ford Escort motor Audi // Galaxi (con eje integral rodillo-bola) REFORZADA CON CONTRATAPA -Seat Cordoba // Ibiza // Toledo I // 1.6i – 1.8i – 2.0i – 1.9 Diesel,5,4,5,3,0,2,0,,,,,,,,,,UN,BA207,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,841330,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
20642,KIT EMBRAGUE PD FORD EXPLORER/ RANGER 4.0 V6 4X2/ 4X4 92 97 250X23,AM52/FDC03,0.005917490442789355,AM52/FDC03,COM,KIT EMBRAGUE PD FORD EXPLORER/ RANGER 4.0 V6 4X2/ 4X4 92 97 250X23 LUK 625222609,38,1,198,3,0,1,0,,,,,,,,,,UN,AM52/FDC03,1,0,0,0,0,0,,,1,1,2020-01-06 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,870893,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
6038,"BBA DE AGUA DODGE DAKOTA 3,7 V6 4,7 V8 //",BA561,0.00591639207084744,BA561,COM,"BA561 Dodge Dakota 3,7 v6 4,7 v8 // Dodge Ram 3,7 v6 4,7 v8 16v 99-> -Jeep Grand Cherokee 3,7 v6 4,7 v8 16v 99-> // Cherokee 3,7 v6 12v // Commander 3,7 v6 // Liberty 3,7 v6",5,4,5,3,0,2,0,,,,,,,,,,UN,BA561,1,0,0,0,0,0,,,1,1,2017-06-22 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,841330,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
13953,TURBO FIAT DUCATO F1AE0481T Multijet 2.3l EURO 5,TC0010530,0.005908991031344634,TC0010530,COM,_x000D_,19,15,26,4,0,3,0,,,,,,,,,,UN,TC0010530,1,0,0,0,0,0,,,0,1,2019-12-04 00:00:00,,1,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,840681,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
8802,P FRE DEL CRUZE 2016/.. PAF1160,05P5282,0.005907021774854023,05P5282,COM,(N2031/691160/182246/401160/PD1517/05P5282/PAF1160//GDB2138),8,7,18,2,0,2,0,,,,,,,,,,UN,05P5282,1,0,0,0,0,0,,,1,1,2019-12-31 00:00:00,,0,0,0,0,UN,1,110600001,0,1,1,0,1,,0,0,0,,,,,,871494,1,1,,,,,0,1,,0,,,,,,,,0,0,0,1,0,1,,0,0,,0,0
