codigo,detail_url,page,arts_articulo,arts_articulo_emp,arts_nombre,arts_descripcion,aplicaciones_ocr,aplicaciones_ocr_count,atributos_ocr,atributos_ocr_count,referencias_ocr,referencias_ocr_count,oem_ocr,oem_ocr_count,processing_seconds
GDB102,https://icepar.specparts.shop/products/detail?slug=trw_gdb102-269686,701,,GDB102,P FRE DEL VOLKSWAGEN /ALFA/BMW/PORSCHE/SAAB 63/87,(PD5/05P025/83080/000740/37360/N201/800237/690237/180059/22080/RCPT00616/PAF0237),"[""ALFA ROMEC SPIDER 2.0 (1990 AL 1993)""]",1,"[""ANCHO DE PASTILLA INTERIOR: 53.0 mm"", ""ANCHO DE PASTILLA EXTERIOR: 53.0 mm"", ""LARGO DE PASTILLA EXTERIOR: 55.7 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""ESPESOR DE PASTILLA EXTERIOR: 15.0 mm"", ""ESPESOR DE PASTILLA INTERIOR: 15.0 mm"", ""LARGO DE PASTILLA INTERIOR: 55.7 mm"", ""POSICION: TRASERO""]",8,"[""FRAS-LE: PD/5S"", ""POS: 0237""]",2,,,27.2785
GDB1490,https://icepar.specparts.shop/products/detail?slug=trw_gdb1490-269693,701,,GDB1490,P FRE TRA ALFA ROMEO 159 - LANCIA THESIS 2002 EN ADELANTE -,(181780/05P855/PAF1038),"[""ALFA ROMEC 159 18 TBI (2009 AL 2013)"", ""ALFA ROMEC 159 19 JTD (2006 AL 2008)"", ""ALFA ROMEC 159 2.2 JTS (2006 AL 2013)"", ""ALFA ROMEC 159 2.4 JTD 20V (2007 AL 2008)"", ""ALFA ROMEC 159 3.2 JTS V6 (2006 AL 2013)"", ""ALFA ROMEC BRERA 3.2 JTS V6 (2007 AL 2010)"", ""ALFA ROMEC SPIDER 2.2 JTS (2007 AL 2009)"", ""ALFA ROMEC SPIDER 3.2 JTS V6 (2007 AL 2005)""]",8,"[""ESPESOR DE PASTILLA EXTERIOR: 17.8 mm"", ""ANCHO DE PASTILLA EXTERIOR: 50.0 mm"", ""LARGO DE PASTILLA INTERIOR: 116.6 mm"", ""ESPESOR DE PASTILLA INTERIOR: 17.8 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""ANCHO DE PASTILLA INTERIOR: 50.0 mm"", ""LARGO DE PASTILLA EXTERIOR: 116.6 mm"", ""POSICION: TRASERO""]",8,"[""ICER: 181780"", ""POS: 1038""]",2,,,38.6422
GDB1588,https://icepar.specparts.shop/products/detail?slug=trw_gdb1588-269694,701,,GDB1588,P FRE DEL FIAT DOBLO 1.4/1.6 2004/,( PD494 / 05P756 / RCPT02900 / 017230 / 40760 / 800735 / 181508 / 400735 / PAF0735 ),"[""FIAT DOBLO 1.4 16V FIRE (2012 AL 2022)""]",1,"[""ESPESOR DE PASTILLA INTERIOR: 17.8 mm"", ""LARGO DE PASTILLA EXTERIOR: 150.2 mm"", ""ANCHO DE PASTILLA EXTERIOR: 52.5 mm"", ""ANCHO DE PASTILLA INTERIOR: 52.5 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""LARGO DE PASTILLA INTERIOR: 150.2 mm"", ""ESPESOR DE PASTILLA EXTERIOR: 17.8 mm"", ""POSICION: DELANTERO""]",8,"[""FRAS-LE: PD/494"", ""ICER: 181508"", ""LITTON: 40760"", ""POS: 0735""]",4,,,29.2922
GDB3301,https://icepar.specparts.shop/products/detail?slug=trw_gdb3301-269701,701,,GDB3301,P FRE DEL KIA CARNIVAL-PREGIO-SEDONA 99/,(PD69/05P1072/082112/39640/N1204/930610/690610/150455/RCPT04350/PAF0610),"[""KIA CARNIVAL 25 (2006 AL 2007)"", ""KIA CARNIVAL 27 V6 (2009 AL 2010)"", ""KIA CARNIVAL 2.9 CRDI (2007 AL 2010)"", ""KIA CARNIVAL 29 TDI (1999 AL 2002, 2004 AL 2007)"", ""KIA CARNIVAL 3.8 V6 (2007 AL 2010)""]",5,"[""ANCHO DE PASTILLA EXTERIOR: 56.3 mm"", ""LARGO DE PASTILLA EXTERIOR: 154.0 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""ESPESOR DE PASTILLA INTERIOR: 17.0 mm"", ""ANCHO DE PASTILLA INTERIOR: 56.3 mm"", ""LARGO DE PASTILLA INTERIOR: 154.0 mm"", ""ESPESOR DE PASTILLA EXTERIOR: 17.0 mm"", ""POSICION: DELANTERO""]",8,"[""FRAS-LE: PD/69"", ""ICER: 150455"", ""LITTON: 39640"", ""POS: 0610""]",4,,,34.0986
GDB3419,https://icepar.specparts.shop/products/detail?slug=trw_gdb3419-269703,701,,GDB3419,P FRE TRA HYUNDAI Santa Fe,(05P1417/123902/46280/N1246/800897/930897/181829/690897/RCPT12320/PAF0897),"[""HYUNDAI SANTA FE 2.2 CRDI (2006 AL 2022}"", ""HYUNDAI SANTA FE 2.7 V6 (2001 AL 2010)""]",2,"[""ESPESOR DE PASTILLA EXTERIOR: 15.6 mm"", ""ANCHO DE PASTILLA INTERIOR: 47.2 mm"", ""LARGO DE PASTILLA INTERIOR: 118.6 mm"", ""ESPESOR DE PASTILLA INTERIOR: 15.6 mm"", ""LARGO DE PASTILLA EXTERIOR: 118.6 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""ANCHO DE PASTILLA EXTERIOR: 47.2 mm"", ""POSICION: TRASERO""]",8,"[""FRAS-LE: PD/1341"", ""ICER: 181829"", ""LITTON: 46280"", ""POS: 0897""]",4,,,31.1314
GDB4128,https://icepar.specparts.shop/products/detail?slug=trw_gdb4128-269707,701,,GDB4128,P FRE DEL DODGE Caravan-Voyager III 00/,(05P841/088200/44760/930793/181586/PAF0793),[],0,"[""ESPESOR DE PASTILLA EXTERIOR: 18.6 mm"", ""LARGO DE PASTILLA EXTERIOR: 172.5 mm"", ""ANCHO DE PASTILLA INTERIOR: 69.3 mm"", ""ANCHO DE PASTILLA EXTERIOR: 69.3 mm"", ""LARGO DE PASTILLA INTERIOR: 172.5 mm"", ""ESPESOR DE PASTILLA INTERIOR: 18.6 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""POSICION: TRASERO""]",8,"[""ICER: 181586"", ""LITTON: 44760"", ""POS: 0793""]",3,,,22.9621
GDB7671,https://icepar.specparts.shop/products/detail?slug=trw_gdb7671-269713,702,,GDB7671,P FRE DEL FORD F-250/1000 99>,(PD62/05P1715/83114/3090/068100/38470/N146/800511/930511/690511/22114/RCPT04290/PAF0511),[],0,"[""ANCHO DE PASTILLA INTERIOR: 64.0 mm"", ""LARGO DE PASTILLA EXTERIOR: 193.2 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""ANCHO DE PASTILLA EXTERIOR: 64.0 mm"", ""ESPESOR DE PASTILLA EXTERIOR: 17.8 mm"", ""LARGO DE PASTILLA INTERIOR: 193.2 mm"", ""ESPESOR DE PASTILLA INTERIOR: 17.8 mm"", ""POSICION: TRASERO""]",8,"[""FRAS-LE: PD/6&2"", ""LITTON: 38470"", ""PLASBESTOS: 22114"", ""POS: 0511"", ""RAYBESTOS: 83114""]",5,,,25.9473
GDB1535,https://icepar.specparts.shop/products/detail?slug=trw_gdb1535-269721,702,,GDB1535,P FRE TRA IVECO DAILY /99 / FORD TRANSIT,(151640/401095/05P830/PAF1095),"[""MECC DAILY 3.0 (2020 AL 2026)"", ""MECC DAILY 3.0 CRDI (2008 AL 2009, 2016 AL 2026)"", ""MECC DAILY 30513 PASO 3000 (2020 AL 2026)"", ""MECC DAILY 70C14G (2020 AL 2022)""]",4,"[""LARGO DE PASTILLA EXTERIOR: 109.5 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""ANCHO DE PASTILLA EXTERIOR: 63.8 mm"", ""LARGO DE PASTILLA INTERIOR: 109.5 mm"", ""ESPESOR DE PASTILLA EXTERIOR: 20.0 mm"", ""ANCHO DE PASTILLA INTERIOR: 63.8 mm"", ""ESPESOR DE PASTILLA INTERIOR: 20.0 mm"", ""POSICION: TRASERO""]",8,"[""ICER: 151640"", ""POS: 1095""]",2,,,33.5592
GDB1754,https://icepar.specparts.shop/products/detail?slug=trw_gdb1754-269722,702,,GDB1754,P FRE DEL VW GOL TREND / VOYAGE / FOX 2011+ (araña chica),( PD1346/ 05P1877 /83536/112500/47330/N286/801049/931049/691049/RCPT13910/ PAF1049 ),"[""VOLKSWAGEN GOL TREND 16 8V (2008 AL 2020)"", ""VOLKSWAGEN GOL TREND 16 &V MSI AT (2020 AL 2026)"", ""VOLKSWAGEN GOL TREND 16 8&V MSI MT (2016 AL 2026)"", ""VOLKSWAGEN SAVEIRO 1.6 8V (2010 AL 2026)"", ""VOLKSWAGEN SAVEIRO 1.6 MSI MT CS (2024 AL 2026)"", ""VOLKSWAGEN VOYAGE 16 8V (2008 AL 2015)"", ""VOLKSWAGEN VOYAGE 16 8V MSSI (2016 AL 2026)""]",7,"[""LARGO DE PASTILLA INTERIOR: 146.0 mm"", ""ESPESOR DE PASTILLA EXTERIOR: 18.0 mm"", ""ANCHO DE PASTILLA EXTERIOR: 54.7 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""ANCHO DE PASTILLA INTERIOR: 54.7 mm"", ""ESPESOR DE PASTILLA INTERIOR: 18.0 mm"", ""LARGO DE PASTILLA EXTERIOR: 146.0 mm"", ""POSICION: DELANTERO""]",8,"[""FRAS-LE: PD/1346"", ""POS: 1049""]",2,,,39.5990
GDB1812,https://icepar.specparts.shop/products/detail?slug=trw_gdb1812-269723,702,,GDB1812,P FRE DEL ALFA ROMEO MITO/ FIAT PUNTO,(05P1389A/800994/181879/PAF0994),"[""ALFA ROMEC MITC 14 78CV (2016 AL 2021)"", ""ALFA ROMEC MITC 14 TB 170CV QV (2013 AL 2021)"", ""ALFA ROMEC MITC 14 TB 170CV VELOCE (2017 AL 2026)""]",3,"[""ESPESOR DE PASTILLA EXTERIOR: 15.3 mm"", ""LARGO DE PASTILLA EXTERIOR: 124.8 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""ANCHO DE PASTILLA INTERIOR: 70.8 mm"", ""LARGO DE PASTILLA INTERIOR: 124.8 mm"", ""ANCHO DE PASTILLA EXTERIOR: 70.8 mm"", ""ESPESOR DE PASTILLA INTERIOR: 15.3 mm"", ""POSICION: DELANTERO""]",8,"[""ICER: 181879"", ""LITTON: 47760"", ""POS: 0994""]",3,,,33.6121
GDB4145,https://icepar.specparts.shop/products/detail?slug=trw_gdb4145-269728,702,,GDB4145,P FRE TRA JEEP CHEROKEE - LIBRETY,(05P1555/PGD1274/126402/46540/800955/930955/181909/PAF0955),"[""JEEP WRANGLER 3.6 V6 PENTASTAR (2012 AL 2026)"", ""JEEP WRANGLER 3.6 V6 PENTASTAR AT (2018 AL 2026)"", ""JEEP WRANGLER 3.8 V6 (2015 AL 2016)""]",3,"[""LARGO DE PASTILLA INTERIOR: 116.6 mm"", ""ESPESOR DE PASTILLA EXTERIOR: 16.7 mm"", ""ESPESOR DE PASTILLA INTERIOR: 16.7 mm"", ""ANCHO DE PASTILLA EXTERIOR: 45.4 mm"", ""LARGO DE PASTILLA EXTERIOR: 116.6 mm"", ""ANCHO DE PASTILLA INTERIOR: 45.4 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""POSICION: TRASERO""]",8,"[""FRAS-LE: PD/1082"", ""POS: 0955""]",2,,,29.3089
GDB1470,https://icepar.specparts.shop/products/detail?slug=trw_gdb1470-269733,702,,GDB1470,P FRE TRA RENAULT Master (todos) /OPEL Movano 00/,(PD516/05P791/83489/3165/083300/40300/N451/800746/150511/690746/RCPT08730/PAF0746),"[""RENAULT MASTER 25 DCI (2006 AL 2013)"", ""RENAULT MASTER 25D (1998 AL 2001)"", ""RENAULT MASTER 28 TD (1999 AL 2008)""]",3,"[""ANCHO DE PASTILLA EXTERIOR: 514 mm"", ""ANCHO DE PASTILLA INTERIOR: 51.4 mm"", ""LARGO DE PASTILLA INTERIOR: 115.9 mm"", ""ESPESOR DE PASTILLA INTERIOR: 16.8 mm"", ""ESPESOR DE PASTILLA EXTERIOR: 16.8 mm"", ""LARGO DE PASTILLA EXTERIOR: 115.9 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""POSICION: DELANTERO""]",8,"[""FRAS-LE: PD/516"", ""ICER: 150511"", ""LITTON: 40300"", ""POS: 0746"", ""RAYBESTOS: 83489""]",5,,,32.0448
GDB1333,https://icepar.specparts.shop/products/detail?slug=trw_gdb1333-269803,703,,GDB1333,P FRE TRA ALFA 145-146/ FIAT MAREA trasera 98/,(PD439/05P736/83402/069200/39170/N559/800487/190307/690487/400487/22402/RCPT05600/PAF0487),"[""ALFA ROMEC 146 14 16V (2000 AL 2002)"", ""ALFA ROMEC 146 18TS5 (1996 AL 2002)"", ""ALFA ROMEC 146 19 JTD (1999 AL 2002)"", ""ALFA ROMEO 146 19 TD (1996 AL 1999)"", ""ALFA ROMEC 146 2.0TI (1996 AL 2000)"", ""ALFA ROMEC 155 2.0 SUPER (1996 AL 1998)"", ""FIAT BRAVO 2.0 (1999 AL 2001)"", ""FIAT MAREA 139 TDI (1998 AL 2000)"", ""FIAT MAREA 2.0 20V (1998 AL 2002)""]",9,"[""ANCHO DE PASTILLA INTERIOR: 44.5 mm"", ""LARGO DE PASTILLA INTERIOR: 87.4 mm"", ""ESPESOR DE PASTILLA INTERIOR: 14.4 mm"", ""ANCHO DE PASTILLA EXTERIOR: 44.5 mm"", ""CANTIDAD DE PASTILLAS: 4"", ""ESPESOR DE PASTILLA EXTERIOR: 14.4 mm"", ""LARGO DE PASTILLA EXTERIOR: 87.4 mm"", ""POSICION: TRASERO""]",8,"[""FRAS-LE: PD/439"", ""ICER: 190307"", ""LITTON: 39170"", ""POS: 0487""]",4,,,37.8232
GDB1495,https://icepar.specparts.shop/products/detail?slug=trw_gdb1495-269807,703,,GDB1495,P FRE DEL CITROEN C3 1.1 - 1.4 02/,(PD648/05P805/83448/3170/088100/40630/N1171/800775/181450/690775/RCPT09480/PAF0775),"[""CITROEN C3 14 HDI (2003 AL 2011)"", ""CITROEN C3 141 (2003 AL 2012)""]",2,"[""CANTIDAD DE PASTILLAS: 4"", ""ESPESOR DE PASTILLA INTERIOR: 19.0 mm"", ""LARGO DE PASTILLA INTERIOR: 122.8 mm"", ""ANCHO DE PASTILLA EXTERIOR: 53.0 mm"", ""LARGO DE PASTILLA EXTERIOR: 122.8 mm"", ""ANCHO DE PASTILLA INTERIOR: 53.0 mm"", ""ESPESOR DE PASTILLA EXTERIOR: 19.0 mm"", ""POSICION: DELANTERO""]",8,"[""FRAS-LE: PD/648"", ""ICER: 181450"", ""LITTON: 40630"", ""PLASBESTOS: 22448"", ""POS: 0775"", ""RAYBESTOS: 83448""]",6,,,32.7842
